,Index,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
3545,3545,0,0.580314922,0.617368077,0.647625676,0.611834993,0.611834993,0.999180886,0.797631694,0.80955396,0.303504465,0.781830887,8040000000.0,6230000000.0,0.482239165,0.00029803,0.0,0.186380683,0.186380683,0.186380683,0.241656424,0.334406168,0.022959299,0.118719974,0.190705732,0.022254067,0.84826786,0.689825023,0.689825023,0.217642357,8090000000.0,0.000493473,0.265051169,0.394294177,0.013439584,0.008814865,0.630725264,0.00355648,0.082716087,0.917283913,0.005165528,0.37244874,0.005365848,0.118740534,0.189766986,0.398562209,0.122938531,0.0010652,0.005941499,0.000107192,0.000118014,0.027258065,0.010146439,0.399380385,0.011677819,0.813031887,0.322083965,0.411441993,0.118526144,0.010198887,0.010803463,0.057867119,0.381636448,0.277200459,0.008718088,0.649034382,0.735507923,0.328302015,0.007629119,0.947636203,0.002805687,0.013447772,0.000141236,0.000113753,0.593973156,0.000114897,0.671602383,0.517959704,0.649034382,0.328302015,0.115069681,0.683081787,0.471370597,0.676798567,0.319776695,0.021805996,0,0.841289153,0.00311911,0.623444674,0.61182989,0.842963636,0.277358488,0.026828483,0.565330302,1,0.046390088
3553,3553,0,0.53371033,0.608100741,0.58932491,0.616569855,0.616569855,0.999273439,0.79777045,0.809657597,0.303553047,0.781943028,6370000000.0,0.0,0.458044169,0.000208021,0.045956068,0.234376975,0.234376975,0.234376975,0.31436135,0.269187239,0.059273712,0.181581304,0.253219854,0.022171448,0.848121223,0.689625758,0.689625758,0.217619467,0.000124409,0.000534947,0.264634668,0.315012481,0.008132892,0.000310049,0.6308054,0.024115668,0.215285546,0.784714454,0.438908812,0.386092739,0.005365848,0.181485824,0.252243421,0.438854376,0.07946027,0.023864547,0.000264712,764000000.0,0.145758204,0.037096774,0.463889664,0.875545555,0.000335764,0.820921235,0.061106238,0.981202101,0.03511652,0.0003953,0.000832047,0.223970126,0.330633138,0.27877163,0.020325068,0.998666792,0.742461032,0.347607764,0.0,0.946496056,0.003603708,0.004434406,0.000650281,365000000.0,0.594033528,61300000.0,0.671587883,0.000180814,0.998666792,0.347607764,0.110933234,0.654472437,0.460653305,0.495417635,0.318468154,0.035713655,0,0.83165465,0.0176602,0.619560542,0.616568147,0.846037656,0.292268309,0.026791529,0.56516017,1,0.015735902
3556,3556,0,0.619217082,0.656672481,0.643556936,0.626349472,0.62570086,0.999391066,0.798036478,0.809770217,0.303772026,0.782066256,9250000000.0,6980000000.0,0.478555312,0.0,0.253062051,0.296363407,0.296363407,0.296363407,0.317859506,0.349437646,0.046281592,0.188014005,0.279279958,0.022139763,0.848076673,0.689494762,0.689494762,0.217604342,8550000000.0,0.000518577,0.264487027,0.390615104,0.019791514,0.018659067,0.630612252,0.002585287,0.065060314,0.934939686,0.005949897,0.369637181,0.006042215,0.188024167,0.278470704,0.39812278,0.097451274,0.000533615,0.011853964,0.000308201,0.000297304,0.022580645,0.014573388,0.412835531,0.007454575,0.852816824,0.53472904,0.535011203,0.298260888,0.019085467,0.030688838,0.051207579,0.378142447,0.277005328,0.002174088,0.722907961,0.737348533,0.327913987,0.0,0.968843182,0.003455042,0.009226149,0.000244923,0.000251128,0.594037701,0.000371223,0.671581611,0.179295034,0.722907961,0.327913987,0.110933234,0.652610466,0.462932308,0.646415487,0.315727273,0.014817435,0,0.862155647,0.005421447,0.625262239,0.626350778,0.843985329,0.276654098,0.026791172,0.565158467,1,0.059300363
3559,3559,0,0.532296592,0.587058439,0.578617699,0.604325516,0.604325516,0.999047544,0.797465686,0.809372464,0.303493347,0.781633975,9330000000.0,7810000000.0,0.464497622,0.000379038,0.197489624,0.201171463,0.201171463,0.201171463,0.241845514,0.326872745,0.088313142,0.13101539,0.198538827,0.022098075,0.848053674,0.689420118,0.689416309,0.217595495,992000000.0,0.000528259,0.264002145,0.381496591,0.012336935,0.010018877,0.630823208,0.008394204,0.14169967,0.85830033,0.006468999,0.372617612,0.005392049,0.130962268,0.196214463,0.408090319,0.296851574,0.00096984,0.006517033,0.000175023,0.0013738,0.068709677,0.033482661,0.401630447,0.003273201,0.860335732,0.652936505,0.785274821,0.254931077,0.009926195,0.011288316,0.11962294,0.34815898,0.277174357,0.006576368,0.800362305,0.74061142,0.33223083,0.00353818,0.944534167,0.002375917,0.031742686,0.000116546,0.000100355,0.59396031,0.000109918,0.6716018,0.098927854,0.800362305,0.33223083,0.115936723,0.731455461,0.475176272,0.599061625,0.330391732,0.023734759,0,0.823075878,0.011958386,0.624041937,0.604324407,0.842449917,0.280866573,0.026846094,0.565407401,1,0.025882262
3561,3561,0,0.518549213,0.57015918,0.561379089,0.601853587,0.601853587,0.999040265,0.797480073,0.809379755,0.303533711,0.781641273,6090000000.0,492000000.0,0.466829387,0.000362036,0.228160745,0.177405082,0.177405082,0.177405082,0.226245627,0.326130013,0.034559947,0.10805309,0.182496046,0.02210566,0.848049569,0.689516634,0.689516634,0.217608792,7080000000.0,0.000491202,0.264133467,0.390382251,0.009946927,0.007521644,0.631208134,0.006387073,0.121655531,0.878344469,0.005806043,0.375634949,0.005365848,0.108017001,0.181411658,0.39981753,0.167916042,0.001274183,0.004966335,0.000169482,0.000515931,0.041290323,0.024152872,0.398340155,0.006244667,0.812617198,0.474611822,0.573025648,0.127641519,0.007994157,0.006260588,0.107947059,0.354390758,0.277236088,0.00539623,0.838185774,0.736273516,0.331017828,0.003086875,0.937779344,0.002473392,0.013580191,0.000134774,0.000115215,0.593954797,8560000000.0,0.671582449,0.168264809,0.838185774,0.331017828,0.113765739,0.66251824,0.463352617,0.61901949,0.31766991,0.029338454,0,0.815306336,0.000757526,0.624217186,0.601854884,0.841564261,0.279411299,0.026954953,0.5658346,1,0.030697455
3562,3562,0,0.535904061,0.543338421,0.575726752,0.598927629,0.598927629,0.999004676,0.797445488,0.809358794,0.303547729,0.781615589,4960000000.0,115000000.0,0.468459945,0.000162016,0.158720518,0.179512031,0.179512031,0.179512031,0.218303867,0.328959468,0.017121164,0.098689032,0.173985087,0.022041847,0.847983691,0.689985536,0.689985536,0.217645347,667000000.0,0.000466323,0.264107047,0.382167207,0.006706999,0.006136095,0.63146635,0.007998432,0.138102004,0.861897996,0.005123092,0.377153683,0.005365848,0.09869396,0.172980921,0.397791869,0.070464768,0.000839987,0.007531477,0.000231581,7410000000.0,0.023709677,0.009602985,0.39334253,0.016324337,0.761204554,0.329081405,0.349966222,0.057716082,0.006164155,0.003145777,0.097093228,0.354862091,0.277417805,0.001758267,0.663810139,0.732743327,0.330981859,0.013378703,0.93861604,0.002429986,0.005080786,0.00019867,0.000192369,0.593930643,8970000000.0,0.671551474,0.477356546,0.663810139,0.330981859,0.119267085,0.62558879,0.456081365,0.628247399,0.311535825,0.043037539,0,0.801899861,0.011422518,0.623733245,0.598928142,0.840557202,0.280579777,0.027059291,0.566178166,1,0.026643224
3563,3563,0,0.57602496,0.595399041,0.637828578,0.60838294,0.60838294,0.999157199,0.797581892,0.809491595,0.303467002,0.781760291,4870000000.0,968000000.0,0.479219614,0.000528053,0.027431926,0.193712865,0.193712865,0.193712865,0.239292805,0.335042796,0.028464691,0.121244198,0.190630413,0.02223651,0.848174231,0.689862215,0.689862215,0.217657688,6980000000.0,0.000487434,0.264690616,0.389935174,0.013015248,0.011293383,0.631052999,0.005101268,0.105874172,0.894125828,0.005123425,0.374130754,0.005365848,0.121256534,0.189653872,0.398973504,0.113943028,0.000799408,0.007908051,0.000273043,0.000102884,0.029032258,0.00986443,0.398396689,0.012708183,0.80742852,0.354485549,0.384337777,0.062031437,0.011630721,0.005858986,0.055826457,0.367369876,0.277082599,0.003928045,0.490893692,0.735580744,0.328476218,0.014596991,0.944255066,0.00278082,0.010382658,0.000132939,0.000127593,0.593968571,6090000000.0,0.671561335,0.572622649,0.490893692,0.328476218,0.119227589,0.62847965,0.455835649,0.657188552,0.31246504,0.022510293,0,0.829445842,0.00733198,0.623543929,0.608383379,0.842460531,0.278478838,0.026923538,0.565719347,1,0.035722675
3590,3590,0,0.428460001,0.46222198,0.474275925,0.590192998,0.590192998,0.998836439,0.797163412,0.809093321,0.303406577,0.781335869,7780000000.0,1210000000.0,0.461219731,0.00020202,0.0,0.165269057,0.165269057,0.165269057,0.186158646,0.317146495,0.027738706,0.079146649,0.147924983,0.021842776,0.847050527,0.686709623,0.686709623,0.217311712,594000000.0,0.000386643,0.263168365,0.375684587,0.004728846,0.004137934,0.630486911,0.012498746,0.171176346,0.828823654,0.00499089,0.376237746,0.006437677,0.079380201,0.147613302,0.403919761,0.11844078,0.000586367,0.01079341,0.000285272,0.000130118,0.035967742,0.007020842,0.389023315,0.007022504,0.7241695,0.346693822,0.392978808,0.047765074,0.004102269,0.001667899,0.151819676,0.340230056,0.276657262,0.001975065,0.845439221,0.729345959,0.33564781,0.00399443,0.920127459,0.001874115,0.020430567,0.000122294,0.000112286,0.593891834,4260000000.0,0.671573915,0.489525319,0.845439221,0.33564781,0.114448438,0.645277348,0.459625416,0.562266199,0.315083661,0.060072984,0,0.753373809,0.002137811,0.625041874,0.590191773,0.835379571,0.283843389,0.026752157,0.564965309,1,0.020797294
3601,3601,0,0.473943353,0.537723506,0.526259436,0.600606812,0.600606812,0.999012533,0.79745531,0.809377672,0.303548454,0.781675378,6870000000.0,0.0,0.575957659,0.0,0.0,0.18612785,0.18612785,0.18612785,0.217547509,0.319693004,0.006382625,0.096734794,0.171650222,0.022067275,0.848646577,0.689800901,0.689800901,0.217688894,6410000000.0,0.000446284,0.264044883,0.378776871,0.282589446,0.272800432,0.630693073,0.002237846,0.057985912,0.942014088,0.005011246,0.369637181,0.005365848,0.096723501,0.170673403,0.393849064,0.034482759,0.003049517,0.002073291,0.000979631,235000000.0,0.013548387,0.126701232,0.413864454,0.697778581,0.810608672,0.220692142,0.21753373,0.211119439,0.275000487,0.738106301,0.001043267,0.348833872,0.276988787,0.019843736,0.007776519,0.735012639,0.326211865,0.0,0.928869938,0.00235571,0.005491769,0.000254516,0.000264912,0.594095698,0.000657619,0.671614045,0.771498316,0.007776519,0.326211865,0.110933234,0.660268486,0.466565539,0.580600402,0.316584587,0.000770356,0,0.799990581,0.001496797,0.628834045,0.600603886,0.840274038,0.276401821,0.026816595,0.565276839,1,0.066495125
3612,3612,0,0.497050651,0.560946358,0.546335457,0.600959945,0.600959945,0.999007565,0.797436911,0.809350201,0.30352646,0.781611799,7920000000.0,1100000000.0,0.463212635,0.000223022,0.192529608,0.188108381,0.188108381,0.188108381,0.234471022,0.325740963,0.094756265,0.11595147,0.189350004,0.022088735,0.848025935,0.689414289,0.689414289,0.217595575,7580000000.0,0.000476704,0.264004476,0.383517753,0.007696076,0.005011934,0.631041698,0.017688471,0.195573964,0.804426036,0.00544467,0.383405318,0.006450473,0.115955836,0.18839454,0.411754461,0.227886057,0.0010652,0.005939791,0.00012821,0.000621841,0.080806452,0.053931231,0.400386694,0.012651536,0.787923878,0.433989632,0.614931719,0.10276472,0.005272918,0.003668439,0.148497686,0.344643339,0.277704252,0.006609814,0.723719632,0.736440501,0.337654909,0.008954254,0.937325079,0.002348022,0.021982021,0.000106634,770000000.0,0.593932896,5220000000.0,0.671575369,0.201526656,0.723719632,0.337654909,0.126108823,0.650754027,0.460301235,0.589699397,0.316701831,0.037680469,0,0.811143443,0.002783574,0.623641468,0.600956614,0.842101199,0.28760747,0.026899041,0.565625158,1,0.017720594
3618,3618,0,0.62852825,0.691615787,0.670539108,0.607460471,0.607460471,0.999145297,0.797759244,0.809612548,0.303801755,0.781891519,4580000000.0,0.0,0.466616341,0.0,0.145257617,0.317348616,0.317348616,0.317348616,0.378462702,0.354672137,0.11258829,0.192085335,0.339835806,0.022394904,0.848350079,0.689949556,0.689949556,0.217657562,0.000136874,0.00066743,0.266160804,0.387392422,0.011121338,0.008503569,0.630612252,0.006288586,0.120536929,0.879463071,0.015886904,0.369637181,0.005432875,0.192070937,0.322848956,0.403043583,0.188905547,0.001075345,0.005878309,0.000132223,0.005132081,0.043387097,0.042838888,0.41828543,0.001117221,0.840265475,0.581179099,0.715513775,0.171176357,0.008749431,0.007512123,0.12070282,0.355543761,0.277217388,0.006476327,0.94728487,0.738173974,0.331554875,0.0,0.959694421,0.003851908,0.007586354,0.000194928,0.000161895,0.593979998,0.000129103,0.671609456,0.015088527,0.94728487,0.331554875,0.110933234,0.706669567,0.472663149,0.623064332,0.324601505,0.026292622,0,0.868034892,0.002701875,0.62438556,0.607459777,0.845679294,0.279339727,0.026791164,0.565158431,1,0.031011886
3623,3623,0,0.492809438,0.558874836,0.542855613,0.598927629,0.598927629,0.998982376,0.797427365,0.809347467,0.303562714,0.781599448,7200000000.0,832000000.0,0.464569756,0.0,0.088369268,0.183135982,0.183135982,0.183135982,0.225961993,0.328110632,0.073687554,0.102678935,0.182496046,0.022087803,0.848006254,0.689615256,0.689615256,0.217586738,6630000000.0,0.000465349,0.264180867,0.38840766,0.008899192,0.006597113,0.630613279,0.01061746,0.159174048,0.840825952,0.005895586,0.369637181,0.005365848,0.102667448,0.181539854,0.40803673,0.247376312,0.001040853,0.006073855,0.000149801,0.001127938,0.068387097,0.034346313,0.394427987,0.003902006,0.819463036,0.643616377,0.775548467,0.242543086,0.007168408,0.007916344,0.162457941,0.349958308,0.277290932,0.004823276,0.97326983,0.738063632,0.335432805,0.0,0.937256832,0.002371147,0.019749482,0.00011869,0.000101939,0.593944098,0.0001076,0.671588274,0.111740723,0.97326983,0.335432805,0.110933234,0.689521912,0.466749473,0.612447134,0.3239449,0.032713627,0,0.812274431,0.003298203,0.623898951,0.598929369,0.841673307,0.282479172,0.026791404,0.565159577,1,0.022645723
3629,3629,0,0.488324477,0.546009594,0.533968628,0.602300408,0.602523818,0.999030559,0.797424184,0.809332754,0.303456367,0.781595939,8140000000.0,2770000000.0,0.463044882,0.000546055,0.378682053,0.175213855,0.175213855,0.175213855,0.218114777,0.319622268,0.026513605,0.103818907,0.174135723,0.022142276,0.848103753,0.689259056,0.689259056,0.21757895,6290000000.0,0.000455692,0.263821868,0.380099475,0.010277035,0.008121779,0.632191682,0.005389435,0.109653233,0.890346767,0.005700148,0.374124044,0.005929487,0.103831811,0.173169444,0.401986541,0.137931034,0.000760857,0.008317073,0.000123051,0.000347232,0.033225806,0.024943084,0.397752199,0.008895045,0.81000318,0.447794882,0.522910067,0.043849746,0.008540368,0.002429945,0.095489349,0.344746298,0.277191271,0.004838368,0.819605812,0.735823617,0.33018582,0.003483678,0.935046075,0.002283645,0.018811909,0.000145025,0.000128251,0.593959643,34400000.0,0.671579913,0.198459851,0.819605812,0.33018582,0.11366745,0.655496057,0.462166067,0.579249297,0.316430353,0.028413715,0,0.801859996,0.001324229,0.624067964,0.602296763,0.840476047,0.278687985,0.027257622,0.56670147,1,0.03439206
3634,3634,0,0.473797104,0.514173572,0.52117351,0.598293432,0.598293432,0.998948636,0.797325132,0.809232372,0.303454675,0.781487869,9550000000.0,2440000000.0,0.459622724,0.000287029,0.0,0.178416417,0.178416417,0.178416417,0.205351234,0.314281672,0.026604353,0.09372201,0.164645628,0.022080296,0.848075755,0.689277811,0.689277638,0.217591404,6720000000.0,0.000433333,0.263963292,0.373020752,0.006498576,0.00466196,0.629427679,0.010935719,0.161350788,0.838649212,0.00507198,0.379192454,0.005529151,0.093775954,0.163977076,0.402973917,0.095952024,0.000653323,0.009685036,0.000118656,9150000000.0,0.030806452,0.008754021,0.391578662,0.012478527,0.758295303,0.256708056,0.339307501,0.016795284,0.004803315,0.000915522,0.097081917,0.337602544,0.278609186,0.004732201,0.568347823,0.732621451,0.331801777,0.020556193,0.924947994,0.002115197,0.017173244,0.000137909,0.000107319,0.593923183,1930000000.0,0.671566587,0.54247136,0.568347823,0.331801777,0.125470621,0.636484767,0.458254167,0.548699868,0.31324829,0.044366155,0,0.784404035,0.004932676,0.625612657,0.598288171,0.838867484,0.282709825,0.026434835,0.562595067,1,0.022289076
3636,3636,0,0.495490664,0.556857828,0.540714171,0.600383401,0.600332954,0.999010338,0.797487405,0.809379625,0.303609121,0.781645624,6650000000.0,900000000.0,0.462880484,0.000381038,0.282720923,0.20500611,0.20500611,0.20500611,0.224543821,0.318596591,0.027965576,0.101701816,0.180763727,0.022104017,0.848057545,0.689244167,0.689244167,0.21757522,7140000000.0,0.000457638,0.263441111,0.373430573,0.018534732,0.015751971,0.630790332,0.002052727,0.054085921,0.945914079,0.010522212,0.370781264,0.008190138,0.101665934,0.17976774,0.399955521,0.122938531,0.000535644,0.011815539,0.000248013,0.001549307,0.025,0.071427522,0.403778748,0.005985505,0.831064214,0.379008848,0.433040791,0.061343586,0.015678027,0.007288171,0.044283469,0.344004855,0.277093923,0.007725582,0.743894775,0.736000501,0.327611007,0.0,0.938165765,0.002481193,0.009606524,0.000140309,0.000127164,0.593985926,5620000000.0,0.671525155,0.039903502,0.743894775,0.327611007,0.110933234,0.576371086,0.429413404,0.570711114,0.306943015,0.015826,0,0.810081839,0.001011605,0.624482083,0.600384176,0.840844535,0.276267927,0.026832388,0.565347614,1,0.071243117
3638,3638,0,0.473504607,0.514500654,0.52797259,0.595122443,0.595122443,0.998914665,0.797293175,0.809229638,0.303469902,0.781479869,7860000000.0,0.0,0.461806866,0.000428043,0.0,0.172769795,0.172769795,0.172769795,0.20884939,0.317853859,0.014897833,0.092012051,0.165248174,0.021982175,0.847497946,0.689105756,0.689105756,0.21756271,6340000000.0,0.000432659,0.26380555,0.376560113,0.010226489,0.007113029,0.629610553,0.003744335,0.0857998,0.9142002,0.005171367,0.373364677,0.005365848,0.09199277,0.164278712,0.398053115,0.091454273,0.000894768,0.007059266,0.000125726,9380000000.0,0.022580645,0.02198493,0.388571041,0.028106253,0.790630965,0.270834288,0.35298884,0.067773623,0.00762955,0.00550182,0.065032002,0.341547439,0.277294296,0.007058548,0.705015784,0.734254254,0.328600051,0.004406203,0.927521695,0.002062391,0.011845128,0.000148388,0.000117014,0.593960273,7990000000.0,0.67158621,0.473395734,0.705015784,0.328600051,0.113018671,0.658205332,0.463717947,0.567098753,0.316577607,0.028551561,0,0.784318912,0.003421363,0.623529219,0.595122147,0.839279504,0.277494639,0.026551968,0.563684231,1,0.044640214
3644,3644,0,0.551796422,0.563126908,0.595106804,0.606004699,0.606004699,0.99907516,0.797504006,0.809423502,0.303502531,0.781686466,9260000000.0,486000000.0,0.471016498,0.000262026,0.00020245,0.173528296,0.173528296,0.173528296,0.222842016,0.324538445,0.015442322,0.103411774,0.176847179,0.022366427,0.850444002,0.698460697,0.698460697,0.217911036,7920000000.0,0.000468169,0.264650209,0.385212921,0.010589047,0.009043191,0.630946151,0.004959921,0.103939293,0.896060707,0.005085161,0.373825442,0.005365848,0.103424691,0.175846467,0.397471675,0.092953523,0.001223459,0.005167003,0.000211327,7720000000.0,0.023870968,0.008054874,0.395004636,0.014593943,0.789942316,0.292907469,0.330488355,0.037637008,0.009117507,0.003371152,0.05889515,0.356133834,0.277148185,0.004153391,0.528009317,0.73442938,0.328578236,0.015623536,0.936985018,0.002487439,0.010909926,0.00014904,0.000136769,0.593962679,4750000000.0,0.671566561,0.626227162,0.528009317,0.328578236,0.118513766,0.637047599,0.457849959,0.617303487,0.313719404,0.027591791,0,0.812398181,0.002419003,0.623551245,0.606006463,0.841217088,0.278375938,0.026883263,0.565562367,1,0.036432629
3653,3653,0,0.49831814,0.555113389,0.545318272,0.601320284,0.601183355,0.999022817,0.797467899,0.809366345,0.303548938,0.781631589,6760000000.0,3720000000.0,0.460872483,0.000232023,0.283631947,0.281741182,0.281741182,0.281741182,0.244114588,0.314564618,0.099187803,0.124012703,0.200873691,0.022035716,0.847972515,0.689222181,0.689222181,0.217573511,7360000000.0,0.000424324,0.263329992,0.366901382,0.008232112,0.00693461,0.630872865,0.009171158,0.148290353,0.851709647,0.00562868,0.374808481,0.006393804,0.123324702,0.199683282,0.406250879,0.137931034,0.000493036,0.012845353,0.000186296,0.00041683,0.036129032,0.018868146,0.395852649,0.006172085,0.788449909,0.443619081,0.508786209,0.019554631,0.006983727,0.000898087,0.115315473,0.339506656,0.277277473,0.003577683,0.737086671,0.735052102,0.332270817,0.003353348,0.945172544,0.00238561,0.01406776,0.000149222,0.000134408,0.593944865,1620000000.0,0.671563236,0.172645964,0.737086671,0.332270817,0.114156477,0.62874726,0.45683689,0.559087761,0.311919359,0.035295292,0,0.808768933,0.004855178,0.623966875,0.601316221,0.841229338,0.281430143,0.026851139,0.565429043,1,0.024575342
3656,3656,0,0.553307659,0.62456389,0.615075754,0.602826504,0.60283371,0.999041651,0.797912387,0.809810969,0.304285878,0.782104011,7530000000.0,5820000000.0,0.46878874,3000000.0,0.0,0.366524799,0.366524799,0.366524799,0.328543065,0.3421518,0.047461319,0.113101539,0.262032086,0.022131925,0.848071144,0.689454482,0.689454482,0.217599846,7240000000.0,0.000521996,0.264178536,0.380472039,0.009478286,0.009354487,0.630613279,0.002554282,0.064425432,0.935574568,0.006073561,0.371589839,0.006367603,0.113122282,0.260025639,0.394752037,0.065967016,0.00147302,0.0042926,0.00110574,0.000195176,0.018870968,0.021212344,0.397661744,0.013578004,0.783346825,0.334114342,0.32460584,0.290121735,0.009483347,0.023750955,0.064482963,0.361150085,0.2769937,0.000343692,0.921046658,0.733653856,0.328358275,0.000106155,0.965213232,0.003546047,0.006812197,0.000203079,0.000215627,0.593968788,0.000495218,0.671587841,0.163623704,0.921046658,0.328358275,0.110975279,0.654710248,0.463765106,0.608916891,0.315975403,0.030758497,0,0.848475619,0.016972827,0.62944258,0.602822583,0.843161999,0.276631651,0.026791461,0.565159846,1,0.059865092
3657,3657,0,0.569736265,0.594853903,0.607313025,0.607100131,0.607100131,0.99912057,0.797628236,0.80950787,0.303624589,0.781733203,6480000000.0,3750000000.0,0.478709645,0.000405041,0.1407025,0.210610594,0.210610594,0.210610594,0.23522738,0.334052486,0.027602583,0.115788617,0.194622279,0.022070277,0.848024311,0.689525982,0.689525982,0.217587242,6970000000.0,0.000460758,0.26420651,0.384579561,0.014997769,0.013205454,0.630623896,0.001943297,0.051697554,0.948302446,0.005241612,0.369637181,0.005365848,0.115752276,0.193643013,0.396537888,0.113943028,0.001308675,0.004833125,0.000355396,0.000124066,0.023870968,0.01148598,0.398046177,0.011527077,0.823386897,0.424871455,0.442611643,0.277681211,0.013924498,0.026226272,0.055829125,0.391666483,0.277041794,0.003123726,0.98055964,0.73557529,0.327967195,0.0,0.943603483,0.002972271,0.008358043,0.000155439,0.000154737,0.593983903,0.000273273,0.671575966,0.444903606,0.98055964,0.327967195,0.110933234,0.647751806,0.461529948,0.65454001,0.31511323,0.019554611,0,0.832290899,0.074202665,0.623253575,0.607096547,0.842088392,0.276188694,0.026794291,0.565173296,1,0.07444998
3676,3676,0,0.541022766,0.608264283,0.598051288,0.600967151,0.600765361,0.99902351,0.797550073,0.809460738,0.303691057,0.781729975,6020000000.0,2610000000.0,0.46161395,0.000230023,0.038870331,0.226412709,0.226412709,0.226412709,0.263496265,0.318525854,0.066548694,0.114730071,0.21616329,0.022402789,0.852568982,0.690768656,0.690768656,0.217753277,0.000105498,0.000639755,0.265108671,0.376494914,0.007918852,0.006311394,0.630802318,0.008125188,0.139281071,0.860718929,0.005269254,0.375324045,0.006070245,0.114710049,0.209765478,0.403148081,0.173913043,0.000846073,0.007474265,0.000171584,0.000274609,0.046774194,0.013536419,0.394767192,0.007390739,0.784246383,0.414104591,0.504717086,0.084944872,0.00632191,0.003787981,0.118778513,0.341205784,0.277413419,0.004477382,0.808228014,0.734546142,0.332096564,0.005438911,0.946284408,0.002570609,0.018280324,0.000133024,0.000112668,0.593939036,6380000000.0,0.671584584,0.317179098,0.808228014,0.332096564,0.115825622,0.664093965,0.463140031,0.567083159,0.318292275,0.036651477,0,0.832412315,0.006370714,0.623808386,0.600965233,0.843229947,0.280672044,0.026840999,0.56538535,1,0.026390461
3678,3678,0,0.497684395,0.526493676,0.557417421,0.597940299,0.597940299,0.998956262,0.797343531,0.809286404,0.303470869,0.781546676,8220000000.0,1490000000.0,0.469552016,0.000272027,0.0,0.18777127,0.18777127,0.18777127,0.212631181,0.325245809,0.022429935,0.094780555,0.166980493,0.021991293,0.847916366,0.689073468,0.689073468,0.217557818,6000000000.0,0.000422253,0.263469085,0.379559256,0.010482339,0.008829214,0.628657142,0.003338531,0.078967258,0.921032742,0.005239832,0.372218358,0.005365848,0.094753041,0.166141317,0.397684691,0.106446777,0.000973898,0.006488854,0.000265592,0.000127848,0.024193548,0.006856337,0.391827412,0.006588674,0.79478209,0.342621368,0.376966426,0.152228531,0.0092515,0.011867134,0.067740696,0.360258992,0.277125704,0.003531556,0.796432344,0.734415625,0.328621589,0.003564099,0.930539401,0.002187569,0.014605783,0.000132486,0.000125227,0.593957244,0.000151817,0.671559881,0.420254817,0.796432344,0.328621589,0.112676272,0.62682182,0.454205202,0.615954667,0.312511603,0.027868449,0,0.792319015,0.005832041,0.623507866,0.597940378,0.83981027,0.277200302,0.02654045,0.563591164,1,0.04866071
