,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
3384,0,0.536635304,0.589675098,0.575566144,0.60337422,0.60337422,0.999072965,0.797498887,0.809391473,0.303498423,0.781653343,5260000000.0,204000000.0,0.464118501,0.000484048,0.246482437,0.176983692,0.176983692,0.176983692,0.233525574,0.323300559,0.048278053,0.120511359,0.190630413,0.022235119,0.848979873,0.691066168,0.691066168,0.21776446,9630000000.0,0.000502706,0.265144416,0.385389889,0.00878562,0.005748066,0.63073588,0.007877146,0.136983402,0.863016598,0.006702369,0.37106421,0.005753388,0.12045858,0.189646331,0.406382172,0.242878561,0.001440557,0.004389946,0.000117319,0.001579567,0.05516129,0.022663514,0.400420615,0.002085057,0.804965292,0.423208824,0.62789285,0.107538719,0.005739513,0.004272647,0.13337269,0.348245342,0.277534852,0.008217006,0.924219894,0.736100884,0.332727542,0.0,0.939262547,0.002474016,0.020216181,0.000112482,7710000000.0,0.59394198,5610000000.0,0.671580898,0.076978371,0.924219894,0.332727542,0.110933234,0.664269107,0.463235487,0.598331187,0.31826936,0.033127395,0,0.824838153,0.000522944,0.623673455,0.603373,0.842531273,0.280491722,0.026820809,0.565295923,1,0.026891935
3392,0,0.488470726,0.55222416,0.544194015,0.589947967,0.589947967,0.99884291,0.797481456,0.809407097,0.303948949,0.781672431,6740000000.0,594000000.0,0.463403873,0.000307031,0.0,0.194218533,0.194218533,0.194218533,0.221423844,0.319056377,0.014595339,0.087207882,0.175265497,0.021867366,0.847682181,0.689358082,0.689358082,0.21758858,7020000000.0,0.000474533,0.263867714,0.375451734,0.009409643,0.004781737,0.630859851,0.002240582,0.058076609,0.941923391,0.005953289,0.371102234,0.007812348,0.087180615,0.174277958,0.397225166,0.073463268,0.001330993,0.004748588,6130000000.0,0.000205011,0.018870968,0.020178312,0.384025689,0.01361138,0.776910123,0.143064215,0.263070179,0.039877998,0.005016922,0.003980199,0.052804193,0.345700918,0.277628491,0.011693191,0.830823735,0.733275651,0.327915581,0.00326447,0.941618671,0.0025376,0.006408362,0.000145706,8010000000.0,0.593954014,6160000000.0,0.671559897,0.19051542,0.830823735,0.327915581,0.111958349,0.632543924,0.454912817,0.57446516,0.313356947,0.03097825,0,0.807495708,0.003265755,0.622529741,0.589949253,0.840708309,0.276404387,0.026875683,0.565531587,1,0.066411353
3395,0,0.446302345,0.53150894,0.499544944,0.595771055,0.595771055,0.998894906,0.797323748,0.809286013,0.303564648,0.781419518,0.000108814,0.0,0.463549818,0.000556056,0.0,0.176941553,0.176941553,0.176941553,0.208093032,0.318631959,0.009846182,0.092174904,0.167959629,0.021965945,0.847838241,0.689096321,0.689096321,0.217532642,739000000.0,0.000433408,0.263447327,0.375889497,0.006906687,0.003300116,0.65646498,0.00424589,0.09369048,0.90630952,0.007119804,0.373530195,0.007129278,0.092171902,0.166948194,0.394520265,0.056971514,0.003873272,0.001632674,0.000209989,0.000303356,0.017258065,0.030918144,0.385167681,0.01395574,0.756169518,0.128251572,0.148013315,0.034954906,0.00587576,0.004511376,0.040727287,0.343312848,0.277578697,0.00301721,0.400899308,0.732257392,0.327754624,0.029706188,0.931717332,0.00221301,0.018490605,0.000105219,9590000000.0,0.59392562,7040000000.0,0.671517088,0.097806521,0.400899308,0.327754624,0.117222125,0.607458323,0.449785637,0.57276853,0.309715601,0.041838666,0,0.79411053,0.015784773,0.623715917,0.595770104,0.839915446,0.2778584,0.026101246,0.555682113,1,0.04070064
3402,0,0.733193585,0.751580898,0.734621768,0.599424898,0.599424898,0.998986535,0.797618275,0.809472847,0.303887558,0.781743449,7570000000.0,0.0,0.473412009,0.001744174,0.262577184,0.224095066,0.224095066,0.224095066,0.346601116,0.421730212,0.165721373,0.11521863,0.37900128,0.022156056,0.848103683,0.695256399,0.695256399,0.218267,0.00027555,0.003108967,0.270805262,0.443388845,0.004380642,0.004172245,0.630723209,0.01232001,0.170118209,0.829881791,0.005685743,0.36978816,0.005365848,0.115247447,0.311288741,0.397045643,0.464767616,0.005780488,0.001093857,0.000956703,0.002369351,0.147741935,0.067056387,0.397729585,0.007035523,0.715807841,0.373987703,0.37392717,0.233710155,0.004327261,0.007976307,0.15534386,0.372163482,0.276912928,0.000496178,0.870693449,0.728557722,0.335787495,0.0,0.958119125,0.002697725,0.029487331,3860000000.0,4420000000.0,0.593902238,8550000000.0,0.671593036,0.125190249,0.870693449,0.335787495,0.110933234,0.716296906,0.470306827,0.737483889,0.330599489,0.064559298,0,0.87671052,0.000315245,0.623574335,0.599423296,0.848809581,0.283713643,0.026817154,0.565279382,1,0.020949064
3404,0,0.476819578,0.534507196,0.526634188,0.598221364,0.598221364,0.999005947,0.79738863,0.80929669,0.30344549,0.781550887,3690000000.0,119000000.0,0.462243024,0.000354035,0.0,0.171547765,0.171547765,0.171547765,0.213482084,0.318702695,0.016455677,0.098689032,0.170445131,0.022047347,0.84798929,0.689519981,0.689519981,0.217556438,6200000000.0,0.000440395,0.263946974,0.37795723,0.004708254,0.0024885,0.637767633,0.008109685,0.139129909,0.860870091,0.005338469,0.378314541,0.005680876,0.098620678,0.169444235,0.397825362,0.076461769,0.00129853,0.004872405,0.00012993,0.000127092,0.024677419,0.030083868,0.396485833,0.030039763,0.733493589,0.177308225,0.245645358,0.004236019,0.003343884,0.00023319,0.096127187,0.342340947,0.276361786,0.003878443,0.652288401,0.730589955,0.330964799,0.01983383,0.929660777,0.00220637,0.009327179,0.000119988,8930000000.0,0.593891735,588000000.0,0.671572799,0.314060089,0.652288401,0.330964799,0.11973412,0.643396867,0.459359955,0.572202826,0.314648495,0.060324346,0,0.794655081,0.008781385,0.625873539,0.598218511,0.83992742,0.280660167,0.031595661,0.569288761,1,0.026422559
3417,0,0.522449179,0.590056694,0.571604476,0.594733277,0.594733277,0.998980642,0.797429302,0.809346816,0.303569724,0.781607448,636000000.0,204000000.0,0.462023267,0.000675068,0.141006175,0.259491804,0.259491804,0.259491804,0.26756169,0.321426045,0.277145061,0.121244198,0.223619794,0.022109753,0.848044992,0.689481836,0.689481345,0.21760254,7660000000.0,0.000553887,0.264159887,0.374743862,0.008923529,0.007075598,0.630828345,0.007450369,0.132871784,0.867128216,0.60266335,0.370918823,0.009105367,0.121191395,0.218331951,0.408405154,0.505247376,0.001552149,0.004074,0.000459148,1.0,0.118387097,0.840788449,0.448361638,0.000116261,0.810224147,0.533519938,0.667046845,0.061240504,0.006927514,0.002326661,0.139499521,0.342559238,0.277332841,0.005507469,0.996750183,0.736390596,0.33285697,0.0,0.946590355,0.003329029,0.004812076,4460000000.0,3840000000.0,0.59392779,1410000000.0,0.671568406,0.000262289,0.996750183,0.33285697,0.110933234,0.62104857,0.455091369,0.572809532,0.310863905,0.032626959,0,0.826944164,0.015325597,0.624283366,0.594731504,0.84264624,0.280182115,0.026851413,0.565430211,1,0.027829637
3418,0,0.531711598,0.584332752,0.578082338,0.603482322,0.60357601,0.999066956,0.797500824,0.809396421,0.303514133,0.781661764,6200000000.0,424000000.0,0.477443111,0.000447045,0.213786821,0.180439088,0.180439088,0.180439088,0.232863761,0.328782627,0.04254579,0.116277176,0.189124049,0.022103416,0.84805358,0.689500966,0.689500966,0.217604269,7890000000.0,0.000549321,0.264149008,0.387196826,0.023258586,0.017125044,0.631070465,0.007270721,0.131088067,0.868911933,0.005296367,0.376080057,0.005486497,0.116257104,0.187467009,0.40261889,0.193403298,0.001048969,0.006028597,0.000143496,0.000233001,0.049516129,0.026103433,0.401178173,0.015412646,0.854051948,0.390570767,0.507450591,0.088823517,0.01729214,0.011290362,0.041360289,0.355195216,0.277151394,0.015749891,0.290396607,0.739591893,0.328141466,0.018974572,0.940586112,0.002525463,0.015131686,0.000105653,8400000000.0,0.593975513,5410000000.0,0.671581491,0.422976935,0.290396607,0.328141466,0.127248356,0.662458618,0.463057382,0.626520212,0.317835264,0.012592179,0,0.822132034,0.001440187,0.624697251,0.603482151,0.842218053,0.280052101,0.026912742,0.56567832,1,0.02825564
3422,0,0.508214303,0.566615787,0.550671878,0.604801165,0.604801165,0.999016231,0.797444935,0.809350721,0.303522351,0.78161208,0.000132288,0.0,0.461226441,0.000573057,0.283328272,0.175930218,0.175930218,0.175930218,0.227947433,0.317111127,0.063795998,0.111717287,0.184830911,0.022179113,0.848610944,0.690643575,0.690643575,0.217737209,7990000000.0,0.00047855,0.264443512,0.375312023,0.008872359,0.007129249,0.630885536,0.009800381,0.153218248,0.846781752,0.00541066,0.37165023,0.005787511,0.111746218,0.183877536,0.413730552,0.274362819,0.000685786,0.009220509,0.000192793,0.000639241,0.069032258,0.013689174,0.394473214,0.002668875,0.817881739,0.63874624,0.762348989,0.021984817,0.007216846,0.000727745,0.160177738,0.340177436,0.277280977,0.0046291,0.9962547,0.737675439,0.334927134,0.0,0.938650908,0.002310866,0.038433459,0.000112358,9770000000.0,0.593942524,945000000.0,0.671570679,0.197855268,0.9962547,0.334927134,0.110933234,0.638060764,0.458463901,0.562235904,0.31362658,0.032810074,0,0.814155951,0.000301547,0.623811878,0.604802277,0.841786568,0.281886515,0.026855782,0.565448783,1,0.023666827
3423,0,0.554867645,0.603739642,0.608972643,0.606192075,0.606192075,0.999042922,0.797456832,0.809372334,0.303487546,0.781632992,0.000127894,0.000118001,0.458012296,0.000182018,0.094139083,0.19270153,0.19270153,0.19270153,0.240332798,0.308693499,0.084592465,0.127676899,0.19371846,0.022619007,0.850428932,0.693568107,0.693568107,0.21806228,0.000144003,0.000497466,0.265801027,0.362905629,0.010991541,0.008194768,0.630678689,0.006976172,0.128034586,0.871965414,0.005662856,0.37116598,0.005365848,0.127656456,0.192383681,0.407721895,0.392803598,0.00191939,0.003296089,0.00030094,0.000873755,0.070645161,0.026223874,0.399131634,0.003766242,0.846736987,0.59773228,0.778408798,0.131423141,0.008170804,0.005245617,0.132759963,0.330692389,0.277268125,0.007635741,0.983044606,0.738922348,0.332353863,0.0,0.942404657,0.002339938,0.049294792,9620000000.0,7630000000.0,0.593948727,4830000000.0,0.671570538,0.170428209,0.983044606,0.332353863,0.110933234,0.636739948,0.458048175,0.523105003,0.31354868,0.02659729,0,0.827692632,0.007544262,0.62386217,0.606192718,0.842633455,0.279838518,0.026810059,0.56524694,1,0.029002091
3425,0,0.481060791,0.539467946,0.530863537,0.60088067,0.60088067,0.998975443,0.797387938,0.809315698,0.303508332,0.781572641,0.000110202,849000000.0,0.467552402,0.000793079,0.0,0.172179849,0.172179849,0.172179849,0.215372979,0.320152791,0.025197755,0.096897647,0.170671085,0.022094551,0.848183325,0.690046793,0.690046793,0.217647982,6050000000.0,0.000448181,0.264065086,0.379475429,0.019165619,0.011513599,0.633241325,0.004358967,0.095383499,0.904616501,0.005269309,0.372061787,0.006433411,0.096918918,0.169662921,0.400006431,0.146926537,0.001186938,0.00532583,0.000120949,0.000186855,0.033225806,0.026544071,0.393240768,0.017901777,0.821157204,0.235861818,0.372859122,0.055163022,0.011774878,0.007846192,0.036910939,0.347423923,0.277259971,0.019425772,0.355819644,0.7362294,0.327619187,0.009956537,0.932102119,0.002246707,0.022711197,9030000000.0,5800000000.0,0.593963733,3970000000.0,0.671566551,0.408581394,0.355819644,0.327619187,0.116140764,0.632605929,0.456559762,0.585808568,0.313142716,0.015303614,0,0.798173898,0.004593395,0.623961842,0.600876397,0.840192796,0.277940276,0.029087604,0.568609256,1,0.03993517
3428,0,0.557061376,0.612679895,0.606670593,0.606177662,0.605954251,0.999076431,0.797523789,0.809424153,0.303534436,0.781697975,9050000.0,165000000.0,0.464896874,0.000830083,0.134527786,0.211748346,0.211748346,0.211748346,0.272478018,0.332673127,0.097554335,0.147870695,0.220456428,0.022097285,0.848035922,0.689486481,0.689486481,0.217606436,0.00010516,0.000526887,0.264365029,0.388053724,0.006486719,0.005938337,0.630849577,0.012136715,0.169029839,0.830970161,0.00502857,0.374020037,0.005365848,0.147849594,0.219538496,0.405702933,0.24137931,0.000947521,0.006670737,0.000530801,0.000255696,0.066774194,0.024837331,0.401517379,0.01593112,0.760784793,0.428065197,0.458069047,0.063700312,0.005925094,0.00258133,0.130757307,0.348447792,0.277612142,0.001807333,0.735420682,0.732902626,0.334199995,0.009636696,0.950169824,0.002516873,0.023060462,8150000000.0,8100000000.0,0.593919876,3430000000.0,0.671571001,0.519293167,0.735420682,0.334199995,0.120629736,0.639818555,0.45880374,0.607098561,0.313892241,0.044442149,0,0.834689504,0.001874981,0.623722647,0.606179484,0.844211363,0.283581061,0.026831456,0.565343492,1,0.021108725
3429,0,0.49144445,0.551079372,0.544782911,0.607128958,0.607251474,0.999066956,0.7973961,0.809312834,0.303331409,0.781570957,0.00012084,3330000000.0,0.462627178,0.000683068,0.605020751,0.153765117,0.153765117,0.153765117,0.214900255,0.320824786,0.017695903,0.10398176,0.170972358,0.022142987,0.848277824,0.68972591,0.68972591,0.217630905,6250000000.0,0.000442716,0.264277222,0.381291681,0.00384835,0.001417365,0.634930001,0.023192807,0.212927412,0.787072588,0.004939333,0.396689205,0.00588074,0.103945804,0.169972099,0.407727254,0.071964018,0.001349254,0.004686252,3340000000.0,6200000000.0,0.036612903,0.016394695,0.397740892,0.033985549,0.702555751,0.135719903,0.340745257,0.032715512,0.001471707,0.001084074,0.160011835,0.343340127,0.276371177,0.006491851,0.717254263,0.724938472,0.341072297,0.017884258,0.917790107,0.002235684,0.021838563,0.000183887,7240000000.0,0.593845722,4860000000.0,0.671575588,0.609222021,0.717254263,0.341072297,0.131343689,0.645796993,0.459620697,0.582980001,0.315508858,0.07287625,0,0.796678528,0.006218941,0.621219873,0.607130553,0.840160146,0.291598753,0.03552808,0.569653539,1,0.015953749
3434,0,0.504899332,0.568959878,0.551528454,0.60052033,0.60052033,0.999023395,0.797442998,0.809353195,0.303503982,0.781613062,5640000000.0,2280000000.0,0.46336529,0.000263026,0.219252961,0.179343475,0.179343475,0.179343475,0.229365605,0.321567518,0.068772025,0.115381484,0.185508775,0.022203544,0.848264955,0.689288833,0.689288833,0.217580894,6820000000.0,0.000471788,0.263594968,0.377249357,0.006516672,0.004881551,0.630879372,0.008665955,0.144057805,0.855942195,0.009350553,0.373795246,0.006356634,0.113244418,0.182942463,0.402768939,0.277361319,0.001722581,0.003670101,0.000300367,0.003719699,0.069032258,0.099355199,0.412745076,0.003298836,0.760252917,0.314551758,0.41352112,0.013654552,0.00483602,0.00061459,0.117674927,0.345273023,0.27854592,0.004694048,0.774265587,0.732699021,0.332224529,0.00572157,0.939351544,0.002389566,0.022077335,4980000000.0,4010000000.0,0.593918287,54700000.0,0.671572837,0.036171735,0.774265587,0.332224529,0.115294299,0.644674222,0.459582891,0.586152534,0.314883007,0.04424876,0,0.81658006,0.009342136,0.623609459,0.600518625,0.841901245,0.28106408,0.026859709,0.565465356,1,0.025397974
3441,0,0.49485692,0.556421718,0.541999036,0.602293201,0.602293201,0.999034372,0.797444381,0.809354107,0.303483679,0.781615448,7390000000.0,3720000000.0,0.463868549,0.000254025,0.221378682,0.186759934,0.186759934,0.186759934,0.223503829,0.320789418,0.040019965,0.108948783,0.179106726,0.022089984,0.848016371,0.689289237,0.689289237,0.217580798,6370000000.0,0.000463603,0.263741054,0.380788719,0.010702619,0.008869763,0.630738278,0.003863796,0.087764912,0.912235088,0.006771557,0.371321432,0.005995296,0.10869282,0.178071035,0.402830567,0.188905547,0.000626947,0.010074418,0.000194703,0.000960752,0.039193548,0.081192074,0.411885756,0.010402668,0.813685352,0.469672967,0.52606526,0.021122751,0.009269353,0.001210368,0.09233016,0.347990479,0.277140029,0.004054534,0.984160305,0.735632737,0.329647921,0.000203763,0.938115412,0.002345169,0.021802029,0.000102556,9590000000.0,0.593949514,1210000000.0,0.671566408,0.09761407,0.984160305,0.329647921,0.111077351,0.62962591,0.455486251,0.585821164,0.312798446,0.027303983,0,0.810654846,0.003206052,0.624045602,0.602288608,0.841011269,0.277581554,0.026822418,0.565303173,1,0.04360907
3442,0,0.485399503,0.548190144,0.53991113,0.599533,0.599533,0.999012071,0.797383511,0.8093101,0.303423979,0.78156801,5190000000.0,0.0,0.462610402,0.00080108,0.0,0.169651511,0.169651511,0.169651511,0.215089345,0.322663932,0.042303795,0.105366013,0.170445131,0.022132873,0.848100777,0.689224489,0.689224489,0.21763806,6320000000.0,0.000446658,0.263928324,0.380770091,0.00304336,0.001196526,0.634950891,0.021761096,0.209027421,0.790972579,0.004892336,0.388207559,0.005365848,0.105330011,0.16948948,0.403989427,0.116941529,0.001548091,0.004082539,0.000120376,9760000000.0,0.051935484,0.032384002,0.397480835,0.042402632,0.679749326,0.170762492,0.291640798,0.008121858,0.001747491,0.000252617,0.17050188,0.343529983,0.276726353,0.003702769,0.779565923,0.722072393,0.341346383,0.009251606,0.931587019,0.002237531,0.014766079,9130000000.0,540000000.0,0.593851262,751000000.0,0.671572045,0.617834488,0.779565923,0.341346383,0.119601041,0.642576641,0.459231072,0.583920937,0.314455536,0.090476808,0,0.796599884,0.006051401,0.618795219,0.599528853,0.840142567,0.290561082,0.047512524,0.569952737,1,0.016327662
3444,0,0.47540584,0.535706498,0.524599818,0.596325978,0.596325978,0.998981336,0.797379915,0.809306715,0.303482229,0.781558887,3120000000.0,0.0,0.462657373,0.000348035,0.0,0.162445746,0.162445746,0.162445746,0.213954808,0.318879536,0.019329371,0.0970605,0.169917903,0.022837453,0.848258038,0.6897015,0.689701471,0.217625891,5340000000.0,0.000448505,0.264358036,0.37884207,0.005245537,0.001945758,0.635165957,0.006175508,0.119236932,0.880763068,0.005257213,0.375364306,0.005365848,0.096853779,0.168938994,0.399052548,0.11994003,0.002012722,0.003140677,0.000118083,0.00019215,0.032419355,0.047574284,0.395219466,0.030902497,0.739572109,0.172942754,0.312067787,0.012547303,0.002838742,0.000605587,0.109708012,0.343976351,0.275129122,0.006568614,0.869072514,0.73115791,0.331029829,0.004336071,0.907609391,0.002230044,0.012414366,88500000.0,4900000000.0,0.593905623,1060000000.0,0.671569773,0.336376913,0.869072514,0.331029829,0.113092402,0.639054107,0.458451928,0.577494207,0.313960582,0.054453844,0,0.795950769,0.004504884,0.60228819,0.596323552,0.840040563,0.279257597,0.540671735,0.5701869,1,0.031384827
3447,0,0.520352947,0.576918884,0.56041544,0.597810577,0.597810577,0.998999823,0.797412563,0.809328978,0.303500356,0.781588361,364000000.0,340000000.0,0.465832935,0.000177018,0.279987853,0.178079306,0.178079306,0.178079306,0.23740191,0.336351418,0.214861533,0.13459816,0.195224825,0.022193573,0.848220816,0.689681764,0.689681764,0.217625881,8290000000.0,0.00048706,0.264344049,0.415129839,0.009209332,0.006626433,0.630750264,0.014489463,0.181787949,0.818212051,0.036207692,0.371483595,0.006309715,0.134561206,0.194231204,0.416486362,0.72113943,0.002085764,0.003033085,0.000476536,0.094550871,0.206129032,0.164560904,0.413491328,0.000219202,0.839271715,0.772771552,0.935430001,0.211040324,0.007378631,0.005912528,0.189343241,0.353956153,0.277276287,0.005081673,0.996487913,0.741372519,0.339067046,0.0,0.939371159,0.002343648,0.035790342,4510000000.0,4030000000.0,0.593928742,3500000000.0,0.67157344,0.003503688,0.996487913,0.339067046,0.110933234,0.651845504,0.460531106,0.642477363,0.316710732,0.031636394,0,0.819773191,0.001313571,0.623877139,0.597806478,0.842887657,0.285287147,0.026822897,0.565305326,1,0.019359009
3449,0,0.532394092,0.582751853,0.580652069,0.606206489,0.606105594,0.999057019,0.797508018,0.809404753,0.303547487,0.781669905,0.000112399,2700000000.0,0.458718536,0.000288029,0.189087964,0.186591378,0.186591378,0.186591378,0.237685544,0.311805899,0.049518278,0.117417148,0.192739324,0.022135354,0.848080296,0.689560318,0.689560318,0.217612708,8730000000.0,0.000477627,0.264309858,0.366845498,0.009133825,0.00483414,0.63095574,0.010478848,0.158206609,0.841793391,0.005219866,0.37826757,0.005365848,0.117429609,0.191795491,0.406076715,0.175412294,0.001310704,0.004822024,0.000103371,0.000221654,0.047419355,0.017146718,0.397435608,0.009898669,0.796366599,0.275044679,0.487699719,0.011468164,0.004995761,0.00060719,0.099965528,0.335811667,0.277644969,0.011036198,0.597328867,0.735975964,0.331837185,0.011349981,0.941150923,0.002431679,0.021243376,0.000117301,6610000000.0,0.593945326,796000000.0,0.671541695,0.362683226,0.597328867,0.331837185,0.122139714,0.585919325,0.450073392,0.5398467,0.30317069,0.031892296,0,0.821039396,0.001189501,0.623615377,0.606206396,0.842532413,0.282378756,0.026884375,0.56556685,1,0.022807669
3457,0,0.50631307,0.553041867,0.561004336,0.607842431,0.607842431,0.999086946,0.797455448,0.809371683,0.303393042,0.781721273,0.000110433,0.0,0.45528799,0.000352035,0.086547221,0.169609372,0.169609372,0.169609372,0.235889194,0.290832567,0.030688023,0.113264392,0.178278226,0.02333389,0.848467047,0.689936485,0.689936485,0.217689096,0.000113086,0.000482119,0.264600477,0.323218211,0.007447715,0.001016236,0.632199216,0.020075872,0.20391813,0.79608187,0.079487552,0.385167855,0.005365848,0.113244418,0.177286781,0.422693299,0.110944528,0.001600844,0.003951891,2370000000.0,0.000325294,0.042096774,0.185432487,0.469980326,0.000731695,0.791509583,0.174255783,0.761638583,0.019779888,0.001589805,0.000553626,0.189524878,0.32432976,0.278962633,0.015475389,0.889816256,0.737313665,0.342118875,0.002560828,0.930648139,0.002307708,0.021058136,0.000341807,7490000000.0,0.59396232,2380000000.0,0.671577149,0.001429335,0.889816256,0.342118875,0.11677227,0.648139561,0.459930816,0.457716206,0.316114302,0.038895212,0,0.805533616,0.001444625,0.622581049,0.607844101,0.841455746,0.28933881,0.026933492,0.56575652,1,0.016836002
3460,0,0.447179837,0.497437854,0.495583275,0.592982026,0.592982026,0.998887165,0.797318491,0.80924448,0.303571657,0.78148843,7180000000.0,577000000.0,0.454375414,0.002145215,0.0,0.168766592,0.168766592,0.168766592,0.205540323,0.314882931,0.026316984,0.086230763,0.1641184,0.021928571,0.847910472,0.688957678,0.688957678,0.217541071,586000000.0,0.000426271,0.263682775,0.372182482,0.02119307,0.014196737,0.63058417,0.002315359,0.059618466,0.940381534,0.005376539,0.369637181,0.005365848,0.086187242,0.163117412,0.399844324,0.191904048,0.00127824,0.004944133,0.000190118,0.00028293,0.035,0.017223095,0.387723028,0.007355002,0.843558295,0.331669818,0.471914116,0.041986575,0.014411174,0.005230333,0.042212857,0.326928238,0.277202084,0.017855021,0.646118646,0.736743863,0.327576027,0.0,0.921093497,0.002021365,0.016679952,8520000000.0,6150000000.0,0.593963441,2280000000.0,0.671573449,0.342693813,0.646118646,0.327576027,0.110933234,0.645670815,0.460398382,0.536926718,0.314887507,0.013831286,0,0.775569683,0.000764664,0.624548228,0.592983122,0.838853675,0.276458125,0.026781927,0.565114,1,0.064712285
3467,0,0.474430849,0.540558221,0.525509931,0.604022831,0.604022831,0.998929108,0.797403847,0.809329239,0.303632807,0.781581764,0.000206989,0.0,0.467592662,0.000433043,0.0,0.168598036,0.168598036,0.168598036,0.216034792,0.324927495,0.021038462,0.092093478,0.17172554,0.022124434,0.848142939,0.689716071,0.689716071,0.217629515,4990000000.0,0.000452223,0.265941674,0.393120599,0.005495147,0.005512254,0.631757442,0.004933476,0.103576503,0.896423497,0.006846556,0.369865327,0.005365848,0.092098621,0.170748812,0.398968145,0.11844078,0.000626947,0.010071856,0.004431175,0.000765576,0.030967742,0.016130312,0.390244454,0.002660934,0.743565437,0.336637468,0.323627253,0.047295062,0.005614111,0.002302041,0.108780567,0.359081028,0.276952558,5070000000.0,0.988791799,0.731472737,0.330600299,0.0,0.932492103,0.002254423,0.033544523,9070000000.0,0.000100738,0.593908958,3930000000.0,0.671571262,0.086661304,0.988791799,0.330600299,0.110933234,0.64131641,0.458882561,0.627134353,0.314334449,0.052094865,0,0.800753592,0.000711461,0.623713289,0.604022682,0.840383447,0.278356873,0.027262782,0.566713272,1,0.036568528
3468,0,0.475259591,0.536960314,0.521762407,0.602307615,0.602307615,0.998968279,0.797396515,0.809314136,0.303538545,0.78157236,0.000140267,0.0,0.46219773,0.000258026,0.535884199,0.173612574,0.173612574,0.173612574,0.216507516,0.319339322,0.06013582,0.09730478,0.173533178,0.022058046,0.847936141,0.689172581,0.689172581,0.217567299,5930000000.0,0.000448355,0.263615171,0.379624455,0.009582497,0.007491076,0.631304366,0.008467157,0.142334553,0.857665447,0.00545051,0.371701675,0.005365848,0.09733418,0.172543549,0.41088632,0.259370315,0.000647236,0.009763595,0.000196232,0.000670257,0.06516129,0.013166282,0.392268379,0.002520646,0.826063672,0.621355241,0.741423267,0.047870419,0.007790511,0.001755007,0.144579799,0.343009878,0.27724011,0.004981501,0.965733934,0.737922777,0.333522523,0.000560056,0.936408444,0.002242919,0.042506726,0.000101678,8870000000.0,0.593944098,1940000000.0,0.671575849,0.206285141,0.965733934,0.333522523,0.111684517,0.654278647,0.461304122,0.575460553,0.316603595,0.030430988,0,0.79917576,0.000270858,0.623827083,0.60230367,0.840328301,0.280919923,0.026909621,0.565666321,1,0.025748424
